,rewards
0,3.322237470206149
1,-227.22007199157974
2,-65.94480168202615
3,-239.2256680961541
4,36.15264167478846
5,-341.2805553393159
6,-351.9448339980565
7,36.60162090127866
8,-84.10321632514706
9,-97.16562655195037
10,-120.38586087775425
11,-84.44285225617031
12,-133.96994538275226
13,-37.05183948529147
14,71.49332908251883
15,-173.987926560325
16,84.86535062160887
17,-133.74780923601293
18,118.73207537746308
19,79.94161032546388
20,65.4822582558195
21,47.04013144416176
22,85.20365362640679
23,99.36591762199758
24,75.26823121074113
25,143.21398167591653
26,108.44406150778462
27,64.55919974364026
28,103.26248399709947
29,100.54868337120995
30,114.49264247427944
31,107.32011281225755
32,82.47292775702282
33,115.65540136327218
34,60.95796884209709
35,71.81881571388041
36,50.13883812363217
37,86.69749056407514
38,146.65357945553018
39,89.10780954648025
40,143.01711643472106
41,115.49188111219337
42,44.870356243999495
43,132.3614271565585
44,121.62950390463446
45,45.47780780349376
46,82.22367903183604
47,61.341497845868574
48,95.4878721696916
49,98.36027263551881
50,-9.643634035920105
51,52.071198204588114
52,103.99808050155204
53,100.09434717579121
54,134.59804092201875
55,139.2228956803741
56,35.18976356996518
57,82.6884243716368
58,52.56451399997316
59,-15.038623889860382
60,-7.552222526182149
61,-7.350402731469941
62,93.05578439504282
63,11.720971289907586
64,48.35827699430475
65,-19.580669071062033
66,87.94431659847814
67,65.79754225545611
68,-0.3940337138279342
69,13.047526466870321
70,135.87727436800398
71,10.179635852348097
72,-25.288832506735254
73,-32.67268610488817
74,4.129068354412274
75,53.189447917238816
76,104.51195095408153
77,25.484596612293192
78,-2.333760060170257
79,21.85148868313465
80,23.68474277117632
81,13.35697277247035
82,11.695282038363139
83,23.839463012902005
84,35.72771808270062
85,68.64103037064866
86,89.29259064428113
87,8.005410217657138
88,41.84405944131027
89,28.14730283617925
90,67.04489869708596
91,66.96144587024982
92,-2.52935202278476
93,30.498247388363975
94,-4.677919618400651
95,18.20815796664613
96,61.530737170877416
97,-134.8642600612705
98,14.426885850664211
99,-5.959531281046452
100,78.88463123916719
101,157.55905268536807
102,49.927190449682385
103,149.83893339386765
104,154.53031709315795
105,11.575700035324937
106,147.54836425687415
107,87.91271060915675
108,44.97777000086688
109,56.36832010214208
110,2.971861105394635
111,-36.183402775239124
112,145.84798956270356
113,132.02333278511048
114,48.94138384331838
115,15.94884444691325
116,183.37107334453384
117,44.81189770575373
118,140.03434717313317
119,129.25659698939944
120,159.2835885807302
121,34.93654813907806
122,152.00706512372045
123,85.15255588968479
124,142.26472930318494
125,3.7269861695384416
126,96.3298311532928
127,43.83990856898484
128,40.719762761549035
129,48.610123319347224
130,179.405435111393
131,96.38491197744203
132,53.042387500580986
133,70.50023651605301
134,24.785487092802683
135,65.58946558974316
136,109.50994324733557
137,151.01762805655568
138,45.25390276857155
139,119.54133817067766
140,-11.637205175269276
141,101.45469732525041
142,74.39738374932256
143,119.47237549060677
144,136.9293605046468
145,147.30966443281756
146,23.44323398866925
147,44.132836362236915
148,26.879532958655442
149,42.118228921824354
150,82.79197026019875
151,91.93257695864146
152,75.90152415324404
153,108.19837657946407
154,83.32124567723363
155,37.82550753617079
156,87.74849846319394
157,32.675286143294855
158,6.873754696952816
159,131.11850919289748
160,135.412977554105
161,99.80690424448329
162,40.808755183005886
163,27.064155836744632
164,39.915856598290226
165,92.82148549376852
166,134.12208526410296
167,72.47023318273664
168,25.72668817180152
169,83.18145058541795
170,43.26662171502731
171,0.36037296445770806
172,63.61279539199276
173,9.711199047636049
174,81.81766940181127
175,-0.6056417555659745
176,37.81577131869231
177,147.96569925066865
178,138.65609665997988
179,155.54654286203763
180,17.275072620936847
181,39.28942456315299
182,124.25006656748717
183,47.81086644086227
184,45.567802149361015
185,112.54940903433652
186,54.71912649950818
187,65.23584428910063
188,54.0277829014028
189,75.02487487602914
190,54.01193207495423
191,123.68816413458082
192,178.6636215328324
193,65.93858639504633
194,127.79808598177362
195,53.86235456104092
196,113.76936080165385
197,50.60413470111173
198,92.78558182975983
199,68.96221345359307
200,94.97580586280185
201,88.73771868142762
202,94.96751897975832
203,65.42122651560685
204,163.4341881537354
205,117.25704451203951
206,84.9338900012015
207,54.68505918271741
208,138.6923526623603
209,64.09575917673678
210,29.943185282160442
211,106.5732400672946
212,93.81219266680084
213,123.46815953967366
214,107.4779235412724
215,62.8045358116281
216,114.62889178193527
217,139.81055673879425
218,36.158252107505476
219,157.34529424354184
220,155.86461507909334
221,87.74230655669209
