,rewards
113,7.052237684489968
114,27.36353758888324
115,121.4392211965193
116,10.48753894500813
117,79.91467721257793
118,56.67352336158868
119,22.198534669931668
120,61.35157154531636
121,24.47134431223637
122,40.28631005547352
123,75.71095389970196
124,51.74670285592889
125,120.52930451509545
126,127.69098321697851
127,11.084148931180863
128,75.09592165826098
129,25.334439231594715
130,158.58327400120487
131,64.50811170515325
132,136.5348125052574
133,55.34994761341794
134,88.96085711419632
135,116.45844635180342
136,52.998038862375466
137,195.97249852779083
138,72.71665355752309
139,41.826133111492425
140,-60.69720934265099
141,121.85590039640715
142,15.076029399394004
143,22.88429593551534
144,92.49599388441037
145,31.562810124680738
146,0.9724246097705143
147,150.5487731427778
148,124.99487697111209
149,24.87564143916255
150,62.34467314392971
151,89.97661675498121
152,162.42438719276333
153,139.35107722773205
154,61.99159787131376
155,38.49567313778679
156,105.79087706900373
157,95.60659438831819
158,167.23595577859214
159,57.22107206059498
160,147.2973332703733
161,6.205921321334536
162,136.04450682417826
163,54.59218663936019
164,99.10219774089893
165,76.9713517956793
166,43.458850478111614
167,50.8448664285417
168,149.672064251831
169,76.72610399355392
170,140.06323177074597
171,165.4149509482033
172,44.90734155683161
173,7.220674595957963
174,19.80374655720876
175,69.02038697097596
176,6.810175563676363
177,139.85548219593116
178,23.015890854753906
179,96.19045741837958
180,-19.704454717459498
181,35.09745057601042
182,90.5448158017881
183,72.78325869072695
184,161.79362760102282
185,68.60184959572737
186,65.93468602987174
187,53.81205419058249
188,33.13030106967272
189,78.1252185452079
190,91.62139756697712
191,113.5898721784594
192,77.38111312121767
193,53.39478743656319
194,114.41378546865397
195,154.8996589790581
196,34.649694158215254
197,44.86654242907258
198,107.94585015667299
199,36.765685608181684
200,75.02055818352045
201,57.54067907337641
202,46.54768730619226
203,167.32705176886913
204,23.464448213595656
205,60.49954433579005
206,49.76750751429189
207,104.05441489158976
208,121.23534597331485
209,106.2972481646675
210,30.359713044296896
211,47.48374100325492
212,126.02541094046332
213,153.74318741560668
214,178.7159467359028
215,46.296291153462974
216,122.95680029276363
217,99.68383989726101
218,135.86921413451495
219,67.9305318291334
220,13.235192978348596
221,18.869277563427204
222,70.53212511675375
223,43.2248919727855
224,78.89298471581007
225,137.24962667667927
226,74.49346700331301
227,20.031928367794144
228,62.90834208939988
229,10.570792672724428
230,87.05606417514836
231,74.29205491170335
232,9.694729504451821
233,25.963424898185394
234,173.5654317081858
235,16.378249443170212
236,-11.162568914268943
237,91.92495454307378
238,140.10129692668204
239,3.0650759500161593
240,139.90401369046694
241,114.586020174518
242,154.25396618532255
243,77.46015984295504
244,62.804047266578905
245,91.98368203524474
246,86.34244713564095
247,20.15241221235621
248,70.39477192066896
249,51.71534982478782
250,54.75172393230734
251,57.72663327741036
252,33.29895108794582
253,80.29654793087418
254,45.784177793493484
255,151.85365037099638
256,74.56342963915793
257,164.74968062783344
258,166.63915117108255
259,102.38314706480972
260,44.32069573378111
261,51.582914285229165
262,72.43129312012053
263,143.89638380790234
264,57.487556762301324
265,145.10541777225245
266,63.09124085933465
267,69.75355715178173
268,73.99127652802615
269,52.992817543375565
270,40.31957355270145
271,66.2784342871401
272,103.84147673127097
273,133.34150468760853
274,130.34048817654732
275,70.56386793057378
276,11.865310046244105
277,85.18543384530031
278,-22.689865951024657
279,65.28841074403472
280,141.18735782487656
281,57.83388774937126
282,115.58880885864224
283,136.49582786364516
284,187.66912233815327
285,165.2555041655156
286,90.23480227682879
287,120.75508022806522
288,84.89714586355083
289,102.45116361967263
290,139.66629231411136
291,107.00463979811617
292,138.0314924634374
293,137.74260307019807
294,97.57039681035535
295,117.31614830878569
296,58.06772106250949
297,77.77095208119859
298,-10.280940902977097
299,42.92428497053129
300,92.72204803517178
301,61.82517369184106
302,80.43800651458967
303,69.87910779635413
304,13.47122264553123
305,55.63551993610726
306,48.58645032409356
307,68.7353724854013
308,79.28041622215326
309,58.15513727188943
310,67.68630420768378
311,35.61407063876618
312,44.25462666491795
313,58.74297889019484
314,99.55937419150366
315,165.63721342437597
316,160.3084904453632
317,17.400588817538168
318,101.19613642082598
319,-11.925030440480228
320,25.57293625123717
321,41.3299568894291
322,72.06403751000049
323,131.6458656684748
324,36.015604646327745
325,96.17754610143206
326,104.07041672456108
327,69.14348514289821
328,19.351425703712295
329,52.85220875701606
330,191.2979752958834
331,92.5569246475265
332,60.43895552999156
333,23.041456071228513
334,8.181001425608045
335,35.92772994437867
336,148.3383276462524
337,19.48679883780672
338,105.7393350156508
339,-3.9851343990350396
340,109.31842451729752
341,72.27888268079397
342,46.629321611016564
343,36.437063423104505
344,147.84052837889837
345,63.50526663138942
346,28.245199111823283
347,38.22155491565782
348,3.059571535623081
349,13.328416349754153
350,181.44985826094452
351,47.11823766663143
352,22.446966469970295
353,64.84101860487817
354,118.31796249746976
355,69.81796582104877
356,49.660619499767606
357,57.03103061052676
358,86.54909593767798
359,68.13113226600036
360,71.20777313549024
361,141.90030876182476
362,61.76607186334601
363,32.312097734446695
364,115.66950740074424
365,116.21053713761934
366,143.6317446473714
367,14.326978894509665
368,110.11159094774924
369,29.726539815212448
370,179.92920719617118
371,77.00294220451954
372,16.49275109058323
373,67.04910341614638
374,103.81938475683029
375,151.51369311821222
376,16.719068555172584
377,80.10320166512669
378,84.7232617611004
379,40.44731803103435
380,66.53108528471955
381,58.86376458359793
382,105.0405703451935
383,98.7682210875969
384,-20.353387013241697
385,46.53215297228981
386,122.75588704928441
387,54.18915502363498
388,90.16135586887077
389,64.3652334411125
390,73.88657984684663
391,94.88842203335965
392,86.85961842163667
393,76.98723536538186
394,71.43313820895476
395,136.13220658032978
396,121.78531694102038
397,117.55035239929855
398,120.21014198629723
399,137.77757922002982
400,24.943225791176424
401,37.15131357935008
402,-39.44894171411399
403,127.37261615118325
404,175.7658775755321
405,154.6709568518416
406,71.72785126772685
407,80.72714264530238
408,98.75103715289175
409,80.93491790235234
410,25.86081067740824
411,156.29821990349473
412,38.15405221881262
413,39.606073404904336
414,165.47231358013858
415,63.343039063298306
416,33.81823417871445
417,146.31443188421906
418,68.96660300733163
419,143.49016669411608
420,25.574387117280125
421,88.5902424103925
422,121.12152335333977
423,29.7982576973819
424,39.51299423757099
425,43.789047142838214
426,135.34109036022576
427,78.93339206679774
428,32.501772024205096
429,99.74553643407278
430,64.28028685234003
431,172.88135639436973
432,128.83646647598545
433,86.53388950990181
434,148.20197023565322
435,118.36480729384354
436,27.637510353257447
437,185.12228051869954
438,124.06571233539725
439,34.914897198430396
440,93.9552529437363
441,8.071250502299048
442,170.68427258183024
443,84.23116882123622
444,43.08775663173543
445,45.7666060613044
446,152.3576821456211
447,76.93941522414255
448,141.03324616898553
449,163.13493455506435
450,67.0642278781806
451,47.16572925077395
452,105.70605983154535
453,135.55749968369986
454,138.4766357832112
455,72.12471849565246
456,78.8538048424396
457,48.97244360399973
458,-4.29198847299888
459,92.71999490991291
460,114.0323424524059
461,106.52501010886276
462,153.06312071397434
463,38.679214969518696
464,76.92213323310199
465,0.9936447225008374
466,81.53567186015655
467,78.56021369715702
468,60.28521764125583
469,75.2815598382886
470,66.17786641854734
471,111.4938440645872
472,119.19844860120035
473,118.18053530829873
474,142.9710018622154
475,106.37120849733948
476,28.86747253329969
477,85.0665786987445
478,60.52941967600147
479,97.48160607541254
480,129.03258944958966
481,125.34893545376863
482,44.26950140452554
483,138.41710199588994
484,83.0568434590166
485,101.15266363804876
486,149.37072235515564
487,35.180583396595836
488,82.31212406184622
489,107.50819724821908
490,34.71089601630898
491,147.38088116332258
492,87.22663943058392
493,113.34339147886408
494,53.30399837780104
495,113.59699760340729
496,93.22402452214598
497,63.133570411630316
498,62.29689372693751
499,126.7661528782193
