,rewards
0,-8.578025523172212
1,-172.87422561402593
2,-15.31598936904137
3,-401.5187754514112
4,-67.78123025188641
5,58.524491944122175
6,-26.956177351858486
7,-10.162753560350247
8,-24.493496062793767
9,-86.43916627518809
10,-461.85555532045623
11,-76.85183811702385
12,47.531536604692775
13,-179.58183540489446
14,-113.98855837882981
15,-2.4811097301800564
16,109.81238365248392
17,-0.2807700680391263
18,-42.32538669376329
19,-68.52428811541705
20,57.9842992872787
21,-112.17675757134029
22,66.20481041204006
23,127.99128793546913
24,109.35552562919023
25,-2.76336415164419
26,87.69007783380216
27,123.41886862784162
28,-9.978909095932362
29,38.07354682385126
30,32.77045740867857
31,84.80940473110111
32,126.23577510480544
33,-58.87167136054354
34,186.20994014502205
35,109.27761776178136
36,85.03563585020848
37,-70.570376561869
38,70.2366495024984
39,26.118301111305243
40,78.11823337336996
41,107.6439734360184
42,116.61537348811693
43,38.74028198567288
44,12.294880972891866
45,102.84206367353408
46,86.71172683935495
47,128.1612400416222
48,78.51919283852178
49,50.43513491965183
50,146.56836851238623
51,98.68019566947005
52,144.85198799185156
53,89.72635588619207
54,79.68588892151465
55,48.706566952616505
56,39.7794194075023
57,77.70331417149919
58,53.57171294153915
59,132.93092778271563
60,-4.59930618859912
61,112.1736005812839
62,140.8962037138067
63,8.488995667421777
64,145.89961052223643
65,61.3374492647779
66,100.81697798141288
67,79.07386251150507
68,88.30205517664817
69,74.07886777262772
70,88.46340070893588
71,104.28354241810678
72,77.45251976783044
73,105.0402020597059
74,52.380794084369754
75,62.14949255131441
76,77.52109916016059
77,42.71361497708887
78,121.48150362301378
79,141.7137848176064
80,16.385895668135205
81,29.333656616121473
82,3.2183976466296826
83,122.5512859238983
84,66.04920925335387
85,-50.006464368442934
86,132.25724752880447
87,51.42212149946184
88,-21.664259536530484
89,23.013764596626263
90,-27.96199281448897
91,111.82496756218826
92,11.747273414834316
93,37.82730289983902
94,97.35756901622125
95,45.8577289848402
96,22.149097594874046
97,25.11954937848712
98,-6.361795578881011
99,108.15187363080304
100,101.51268057900808
101,53.9491677730871
102,8.605987234033686
103,119.0344324157818
104,60.371449779218395
105,117.2596609687505
106,46.28110520006314
107,104.8643902726239
108,90.41885649586995
109,120.78735995578536
110,45.90515334900681
111,130.17447469640743
112,10.962445344790213
113,13.756644198855373
114,9.965616676758659
115,9.949352332983198
116,51.08770590197983
117,82.95268046865415
118,30.411846797897816
119,154.46221327724032
120,74.55650137781006
121,143.06827406231744
122,48.729257597435506
123,80.1696068029182
124,101.29938951606542
125,113.40208751378455
126,38.28529686200465
127,27.79907158642839
128,9.439401803082003
129,81.1620051782006
130,34.01628428697411
131,32.53838439954504
132,75.15790820566498
133,67.2269464591178
134,124.63787842547845
135,80.06267452301456
136,62.91466300963336
137,117.91998861742323
138,58.819481912574815
139,118.48413372622241
140,21.953877748444413
141,-31.194808386938973
142,84.30539035579307
143,65.46416690360151
144,102.59950021118883
145,98.67988806994926
146,16.112380094767854
147,101.85832408797333
148,8.827577988873237
149,30.745895731833997
