,rewards
0,-276.42064745608377
1,-183.7500799814291
2,19.697291751798822
3,-87.74943322608321
4,-362.6745998216204
5,-34.70395711165902
6,-29.303437654909676
7,-265.30392748334174
8,90.67302621961323
9,-173.98927933234097
10,-192.5443002380039
11,-226.5914882095532
12,-213.8375657970175
13,2.4172444029813525
14,36.440837032281394
15,20.698588232178594
16,93.94756868798456
17,-12.818532347472642
18,-11.822413387524573
19,-45.528259348740036
20,72.8862302633655
21,124.73170890145889
22,26.44393129191767
23,101.82317675234091
24,84.40021482094198
25,-85.20137065359691
26,89.11990461603295
27,125.87410986900507
28,-96.19892472992078
29,32.971084124947836
30,97.47075685927878
31,55.369918236755254
32,156.3530679329233
33,163.14282989899954
34,47.405458598368526
35,81.20306344898933
36,79.86560091602676
37,78.18524375853333
38,-62.35523117031922
39,58.55484688955461
40,147.12189749924497
41,45.45086211722209
42,47.24652953640714
43,139.283858297295
44,-52.20730114460108
45,105.5233514969752
46,105.39295120783753
47,12.56937948728176
48,-114.49590046684182
49,60.05925417904977
50,102.55415504086301
51,130.2081095092932
52,45.98751410261842
53,131.30550665714077
54,159.17760398808778
55,72.79362171961773
56,116.38007688102955
57,153.62850026631423
58,102.17326703784056
59,112.70003801515566
60,138.07816918299199
61,72.6907974437751
62,86.42378541396846
63,72.63124194425829
64,39.50977184026522
65,124.58945001785854
66,10.771225687355567
67,141.0074259799348
68,11.279858401289557
69,103.56613916971698
70,87.94634996305365
71,148.76813216976507
72,87.61012463383308
73,37.56793347363694
74,35.75918366630341
75,22.532849301036695
76,115.13008542292333
77,123.19978279802255
78,40.57575638021484
79,2.356392032008287
80,13.165332954838515
81,-4.753606798908811
82,-6.092967690825544
83,14.164803470474133
84,130.69940423748034
85,35.931574170001994
86,99.3799154694897
87,5.177531392052365
88,24.405604425532047
89,48.207641120194296
90,-14.3730245206896
91,74.95926512101573
92,-0.13935604255209566
93,35.32772492468436
94,31.44168738051672
95,-1.2040094096256166
96,3.098109914289911
97,43.88160858863934
98,93.95034453660223
99,-17.084749995309906
100,6.2501993772899045
101,101.82569800107663
102,65.42810839690284
103,36.53017266523643
104,164.30255075242718
105,44.062258817875346
106,95.52766726686906
107,24.49774102963255
108,87.0272052353902
109,27.679485185996754
110,27.783016976629877
111,81.81718958643364
112,174.43608260245048
113,52.56527809191363
114,155.81391874656018
115,104.45129276518675
116,171.23590714901079
117,38.17661882604085
118,84.07414330711958
119,25.473012650051203
120,33.07283702975552
121,70.72106402497721
122,66.14369747133242
123,86.60407312423148
124,162.6617664593023
125,177.60194448787547
126,17.938222650897757
127,82.51466413579115
128,20.3668515781669
129,14.481940187269778
130,47.84583014002568
131,45.27765887352547
132,88.62788650508293
133,175.64687221746013
134,29.14557125710717
135,32.18698538933775
136,91.18463375811292
137,142.81430006108474
138,-30.926795892966
139,176.15717291199252
140,44.203724578516606
141,94.3425522228426
142,22.338500685580982
143,144.5960346450297
144,129.3435906940437
145,96.45870163583682
146,108.20051630219004
147,107.06714681005677
148,102.55072200391282
149,55.65076468915524
