,rewards
0,-14.173245412630411
1,-30.05570784744055
2,-33.47609312891419
3,116.95698301553931
4,54.80625845577586
5,-221.25018297565882
6,-13.177154507710853
7,-4.5279683120548055
8,-107.00397728920541
9,39.01009912794163
10,113.7552726301038
11,90.42239232417795
12,161.53119806658938
13,18.266954053540406
14,159.77464923266265
15,-62.59905096701914
16,99.09784155797276
17,150.33896036060477
18,58.28587266690772
19,85.35874395109163
20,134.22984320128685
21,60.81644281311147
22,127.5444556899983
23,66.56298465317239
24,62.13991852136243
25,79.44917246269182
26,109.24537792871772
27,101.88591570775647
28,119.07337696175694
29,98.75046422153785
30,90.15834920833801
31,89.10500488761372
32,145.61526044292472
33,118.53804989441343
34,77.49790985216013
35,25.29724862101621
36,111.63497081687636
37,100.50016992684755
38,72.32879468181329
39,128.9944400860742
40,125.75967114999837
41,100.75759300275158
42,59.93904078711958
43,99.36827458369957
44,99.04439715746666
45,16.856219525716188
46,160.4035709302849
47,91.24686262798
48,94.22059998121159
49,156.8291351696725
50,-62.337406412619686
51,100.54244656797536
52,125.31102338665849
53,98.72040384195653
54,109.8966646224822
55,25.489768096098203
56,78.5849106654635
57,45.03098000026455
58,4.911175837184928
59,28.518452277836218
60,37.469443612625746
61,62.079481201948425
62,20.639182629138105
63,-35.80348271480701
64,124.32597499757209
65,113.45390115339279
66,94.93980873011418
67,37.55445600534681
68,26.09756789483985
69,133.89689644379985
70,17.0926582293027
71,73.81769909551893
72,4.685970674512641
73,23.477127265819476
74,34.76366281616099
75,100.06067501836019
76,49.42564849680855
77,54.83165489567439
78,36.5147185328418
79,89.09510535132229
80,115.93579183034123
81,114.50008789645263
82,38.7299580154087
83,124.87423513048552
84,127.19633467909908
85,9.317432370723173
86,40.88116195330464
87,75.818609378689
88,127.49915677706615
89,51.77865330085716
90,80.87561614956131
91,39.57541932898867
92,113.96271336862735
93,83.97524162104725
94,119.50012248749147
95,41.20771897291013
96,147.65163886792666
97,88.0716444907192
98,37.793684057047415
99,38.74943803412896
100,146.89877924729836
101,-14.323306182424478
102,104.33998362404076
103,87.41704853036947
104,24.31132160271606
105,15.071078398445973
106,59.75467220243543
107,-72.06204124180591
108,32.641945437829214
109,-3.4497751216902914
110,36.69157670781448
111,74.47145852917217
112,36.57876605158539
113,141.1961509092197
114,57.09979637115973
115,103.37883884578669
116,2.4780709772025125
117,37.01611977435951
118,54.49632457908832
119,49.05743828402498
120,153.40555998198656
121,112.19198861965222
122,58.688675235736966
123,65.86864526823481
124,-6.102460516474442
125,8.623741763875186
126,19.484109492686848
127,68.71760404074502
128,99.23989549100439
129,86.85317896671758
130,127.71401741809888
131,126.46196570266655
132,63.54564412016343
133,65.98210443624207
134,39.24995402059639
135,81.79655348292488
136,26.77272663370631
137,95.73886832186815
138,92.47951310961902
139,130.41927836775184
140,140.04913434730815
141,79.90325370525554
142,86.79481814147485
143,90.91838906142269
144,-3.4466727307554033
145,80.58002614971943
146,9.805739986541901
147,39.2558131669956
148,146.17297284993975
149,94.5683659099024
