,rewards
110,23.236089891748204
111,113.70947711255212
112,122.55270732729394
113,122.40042271849858
114,13.694193113096675
115,24.734913271479783
116,34.63387653307162
117,81.69818417898901
118,63.806199757029646
119,56.723502401732915
120,37.696145324468205
121,58.533463443999224
122,18.741141589923387
123,12.582253779749976
124,135.63934495901117
125,67.0218436115809
126,115.12215942286485
127,18.876768199514554
128,32.63153538971898
129,50.04516307114193
130,43.303459950960104
131,60.12152538826018
132,171.1376888122923
133,81.59270522719895
134,108.34067916954697
135,54.74345978550548
136,35.21935547864635
137,104.39020265358639
138,67.18231360038673
139,107.81504190541557
140,41.77980418820246
141,68.4635985872549
142,147.8655484736819
143,118.18882136083066
144,40.531620407004226
145,39.19344484533768
146,21.742520222966924
147,83.87100993244839
148,-7.314570672853645
149,75.40738264599706
150,103.78749955823024
151,-26.252543945128966
152,48.653661999075695
153,146.05996054406708
154,56.22938591235108
155,113.42219124097646
156,134.3050737384716
157,72.87822266186431
158,70.2425941165887
159,43.47509570666564
160,113.69414735403441
161,89.75802371893596
162,97.25347749521626
163,117.7255454586674
164,156.60840270174182
165,53.762703656104236
166,102.07059286988525
167,121.33654086618078
168,-4.629262880582878
169,135.26702502904257
170,43.03984628335064
171,100.64142963623249
172,127.59556275053448
173,144.8474569756665
174,130.7660675028382
175,91.91242683109142
176,41.241065470677874
177,110.54099801701989
178,65.94491591913108
179,38.04103586757165
180,-13.959106105446342
181,148.62181921897977
182,4.903183118616918
183,111.34591148662635
184,32.53539575269683
185,20.602058673570742
186,143.07474311963952
187,107.73757990476086
188,64.80599297330916
189,139.10789667031213
190,71.40787067845402
191,82.14217881233596
192,87.82610374606413
193,30.111611489659076
194,173.43808916787756
195,66.2285777287559
196,95.88924353883307
197,93.97445901003518
198,91.21678045458864
199,58.31655751621797
200,61.56713915607723
201,24.463382140902894
202,39.08246829148429
203,168.61296314760813
204,56.38879555167043
205,88.1073013251098
206,171.3167428317251
207,113.36033841733347
208,134.4421738741513
209,135.06876997439562
210,102.65141770431522
211,114.67260240921435
212,144.2482755875331
213,46.68900010475693
214,103.66787324105653
215,49.359696020722296
216,74.30217697430136
217,160.4204530491998
218,30.795581763469027
219,31.40125338669965
220,73.76688782199098
221,141.27350703498414
222,77.71138094240463
223,149.17761783927662
224,27.91411333034617
225,163.06228581692267
226,129.87650088486873
227,134.89010537860668
228,130.2962595936378
229,86.41884397497307
230,62.94748842629512
231,135.4248871431432
232,157.06847901559775
233,95.24097508253054
234,118.00889318340708
235,130.85725434463058
236,132.42903462300424
237,56.10127932921948
238,13.081483985905674
239,122.50106371042408
240,109.8769209598359
241,78.5138924331475
242,72.40114024511992
243,61.01683346688709
244,135.6415926156782
245,139.71865715244712
246,90.27352628766347
247,86.42985368472971
248,35.815671594676274
249,88.89891528827627
250,73.27413416904092
251,51.11889496744968
252,138.9614262262533
253,143.0872338494041
254,134.3095692259393
255,140.45754040416242
256,77.45721077027783
257,54.117143884591414
258,1.9347580464568013
259,100.40930044035808
260,109.74905711837171
261,83.59103777328005
262,26.93625641737881
263,30.053975787314073
264,55.900903585146665
265,54.857262530822126
266,131.16530316743416
267,78.46770909016102
268,80.07254162831212
269,177.77841811727416
270,58.11775686398832
271,38.1475187758614
272,99.50513909689136
273,-2.5400273290465165
274,144.2762691908251
275,69.09033551496844
276,93.73270155591204
277,111.4772014418707
278,121.91846929394862
279,66.96076133917576
280,92.06951890319516
281,109.25061383802215
282,55.35284002604655
283,44.00198684582277
284,48.123413631289225
285,6.135162397853117
286,100.26652359646054
287,55.73768099978997
288,121.73226408103424
289,89.47248295698756
290,25.32808754824968
291,167.54844383593095
292,113.21716591742768
293,24.885338473374034
294,149.58107114025054
295,46.27811140156588
296,109.97518202394876
297,155.7545159493968
298,158.0390565259236
299,105.07359518618574
300,-11.955065223735879
301,111.06504564615584
302,106.92952453276546
303,91.00068583267267
304,125.58828343079409
305,27.016991681007028
306,28.860996777698574
307,87.93541211518988
308,102.70014174894129
309,139.3988172313541
310,-9.652676370845036
311,10.867476445125025
312,4.95968718164997
313,19.657799594726093
314,85.52992735389057
315,82.61505736708573
316,48.388287086321924
317,21.120126547613147
318,115.07473265815568
319,125.6861341299966
320,10.079032779224075
321,155.2627040708747
322,67.68548768906523
323,160.91418506444322
324,27.642156281288223
325,63.41677749339395
326,71.85550180654258
327,118.47100284894034
328,108.88907485479746
329,29.46471708675955
330,94.14105634964862
331,139.99023395603814
332,114.57032727112149
333,65.78139513456325
334,19.089784042873788
335,44.02551033316898
336,99.75591632642585
337,34.17942446075165
338,33.41830208943237
339,75.03129740706613
340,76.02099988427521
341,36.94036472643231
342,43.50118432632429
343,38.95195682029289
344,23.34523247578115
345,112.05994571898955
346,92.78396240538689
347,117.71753285498914
348,56.157296110195105
349,87.21021158231179
350,49.801319455080304
351,79.94427115311558
352,100.51751406659272
353,97.18225236281333
354,76.80893256729425
355,146.41450357514978
356,9.790222050944024
357,29.72161780366617
358,0.9341212018791556
359,42.05131906335082
360,84.28498276619897
361,66.52975262399484
362,92.14638052954051
363,32.95414314859751
364,51.83935274133667
365,83.5419637920452
366,86.64302122745511
367,101.66720659327272
368,96.57385915068174
369,127.33740630279648
370,161.35868907595798
371,84.30909701195978
372,131.31568137091077
373,135.26799048435987
374,135.92206390916544
375,154.81402516074684
376,84.06101582213665
377,86.305614427576
378,148.53757457070594
379,85.44177486820053
380,24.06139366216874
381,43.200713443240375
382,57.96572147918393
383,29.66638721871564
384,72.51555419112772
385,91.1077555389979
386,51.18264751965445
387,134.0911851277037
388,161.18307012629563
389,145.56542545283403
390,72.82543904158422
391,55.371162997423866
392,99.61278021241442
393,15.778333215415389
394,79.5393932320799
395,95.63162274121468
396,92.43510794256359
397,117.29945205334033
398,120.09555464611805
399,133.8030288791715
400,136.93503809836034
401,41.98979301988295
402,21.72747969914036
403,83.72121931864126
404,79.00433896756785
405,142.6341004362804
406,45.626007341919944
407,93.8468443455357
408,77.73057905064671
409,70.50331342979274
410,68.65623300682427
411,71.6108511513087
412,66.00586219250775
413,80.26201894409505
414,102.98776539210184
415,129.50445544710226
416,133.5934680056683
417,175.30886899734566
418,99.31010413458107
419,84.10019433562937
420,80.03044404831309
421,67.43559036650238
422,33.451749834004815
423,87.51589221541414
424,49.43382206508987
425,87.82592344280283
426,127.1948808521354
427,69.39128230931391
428,43.287387387402916
429,41.83767133513298
430,35.52483621543141
431,142.49667695056297
432,10.719453334557304
433,115.51584471070322
434,29.296768938973276
435,157.6750977697886
436,87.13776591879952
437,96.23082647591133
438,91.00327262505772
439,135.33243504848775
440,167.13783486708405
441,51.497499334176425
442,162.58477221916235
443,97.82067696902348
444,-7.707033782409344
445,41.84227884007102
446,105.93467328833017
447,44.74588415652683
448,54.9236401651021
449,135.63665482779348
450,128.05636922713154
451,95.41473654010484
452,120.57056084399531
453,86.69111422582723
454,120.37614963329467
455,81.86917031540813
456,152.4781703988578
457,52.864193060225304
458,61.18410428679964
459,54.52848028415809
460,55.63167836678184
461,91.98823689681115
462,58.40104177628254
463,157.85988315997648
464,138.30078498160563
465,84.69584179164336
466,86.2090162987682
467,173.681147159651
468,152.94628121789455
469,127.20893448647368
470,146.80582726926747
471,83.74589054812746
472,59.15626411133782
473,41.615197813482084
474,141.92215071487317
475,82.9067476547937
476,182.59264027089344
477,134.17251798032154
478,72.73058454680262
479,90.40088101951753
480,139.0638114492461
481,137.61201570368982
482,176.74601060979515
483,145.35298172361655
484,75.16011750687396
485,137.7738548953961
486,50.65601665644898
487,52.759240790897394
488,116.8411062122935
489,63.706181649194754
490,107.4724071753819
491,66.02207375230338
492,96.48457557856902
493,61.94229125887432
494,144.18218649292237
495,55.14333240621833
496,82.1271166924001
497,41.70687465007832
498,92.87059485279929
499,41.36011840033285
